trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
0.003696	-0.238105	-0.112073	0.458459	-0.094252	-0.101829
-0.021117	-0.118663	-0.048609	-0.262253	0.143888	0.231281
-0.175589	0.152351	0.271538	-0.431038	-0.128483	0.040066
0.159730	0.290497	0.494176	0.558651	0.260219	-0.323996
-0.028590	-0.039949	0.242461	0.125778	-0.033379	-0.030892
-0.033124	-0.042091	0.363064	0.345874	-0.164262	0.004971
-0.008798	0.092431	-0.132972	-0.185137	0.394014	-0.232516
0.041165	-0.097578	-0.112499	0.029717	-0.152660	-0.179272
-0.141679	0.177940	0.031819	0.180398	0.197327	-0.073479
0.101129	0.187465	0.356095	0.069073	0.177046	0.021472
-0.123950	0.198965	0.189913	0.318142	-0.215663	0.124296
0.042278	-0.282064	0.204346	-0.141559	0.021948	-0.213472
-0.082207	-0.184199	0.010437	0.082740	0.170090	-0.183617
0.008674	-0.055790	-0.006356	0.131383	0.132614	0.244346
-0.274179	0.169652	-0.062286	0.089301	-0.008094	0.160106
0.096086	-0.304616	-0.139573	0.159158	0.017705	-0.320277
0.063734	0.171319	0.145812	-0.183520	-0.109572	-0.069669
0.008965	-0.179500	0.317463	-0.267735	-0.296447	0.147284
0.081088	-0.139274	-0.129702	-0.016127	0.091614	0.240542
0.264544	-0.303713	-0.171415	0.227638	-0.133333	-0.371662
-0.287792	0.052816	0.043122	-0.178154	-0.158285	-0.190072
0.012351	-0.237559	-0.097284	-0.190282	-0.243550	-0.358606
0.017272	-0.000467	-0.099651	-0.055172	-0.070522	-0.118551
0.190665	0.212028	-0.126882	-0.202811	0.144447	-0.247968
-0.269405	-0.407968	-0.355106	-0.097702	0.424101	0.187040
-0.152392	-0.200946	-0.102762	-0.085104	0.070325	0.134069
0.079768	0.210123	0.054256	-0.212586	-0.140074	-0.119169
0.009169	-0.332142	0.303181	0.066930	0.210330	-0.471683
0.016663	0.324852	0.093543	-0.022485	-0.045743	-0.011279
0.189718	-0.353887	-0.004400	-0.142661	-0.242067	0.150778
0.100748	-0.169763	-0.080921	-0.407159	-0.070838	0.083978
-0.195079	0.009684	0.339144	-0.243112	-0.091753	0.015080
-0.004595	0.040609	0.371532	-0.259052	0.283859	-0.146108
0.167370	0.130687	-0.102524	0.429987	0.183015	0.050334
-0.372232	0.068098	0.038545	-0.231753	0.054639	-0.012115
0.047977	0.002265	0.150670	-0.364028	-0.287517	-0.043426
0.067887	-0.125697	0.277040	-0.155378	0.170977	-0.292473
0.228664	0.195154	0.084682	-0.214192	0.497106	0.201943
-0.097988	-0.283889	0.211845	0.141192	-0.026807	-0.271717
-0.343314	-0.000910	0.410582	0.337635	0.056095	-0.038588
0.288422	-0.119282	-0.116606	0.353834	0.293633	0.275200
0.013922	-0.331930	-0.074797	-0.074680	0.011732	-0.137141
0.295683	-0.152929	-0.108802	0.054500	0.034515	0.159320
0.062767	0.058866	-0.169736	-0.286515	0.207680	-0.251963
0.161279	-0.374892	0.137765	0.304429	-0.348199	-0.088435
-0.098263	0.178651	0.112491	0.208808	-0.287685	-0.135246
0.120664	0.130057	-0.210231	-0.318878	-0.245840	-0.230305
0.066186	0.059921	-0.106084	0.385227	0.226286	0.150780
0.110626	0.048672	0.344586	0.451909	-0.085227	-0.387018
-0.182177	0.313699	-0.331454	0.129994	-0.211656	-0.203344
-0.054634	-0.176610	-0.379563	-0.135733	0.350333	-0.027369
0.204581	0.108916	-0.390711	0.163004	0.087777	0.016806
0.199169	0.148838	-0.205282	0.039296	0.032431	-0.206579
-0.162843	-0.020111	-0.068196	0.145565	0.069544	0.081929
-0.077351	-0.209399	0.255945	0.087190	-0.102868	0.248329
-0.406313	-0.054198	-0.058732	-0.137452	-0.182043	0.406673
-0.118566	0.001183	0.282177	0.013063	-0.019581	0.319193
0.278452	-0.096950	0.005499	0.076396	0.408543	-0.178989
0.015072	0.075549	0.007274	-0.058485	0.262081	-0.073984
-0.009838	-0.011859	0.006642	0.110760	0.029278	0.041708
-0.224920	-0.157141	-0.073834	-0.018358	-0.064359	0.115765
0.086016	0.052079	-0.412474	0.243112	0.074146	0.203824
0.235866	-0.367201	0.176794	0.105957	0.066261	0.220984
0.142117	-0.158853	-0.309150	-0.118900	-0.062309	-0.339524
-0.289855	-0.232329	-0.371621	0.511306	0.143681	0.088708
-0.001515	-0.403302	-0.289148	0.132050	-0.098034	-0.007928
0.048928	-0.079388	-0.079535	-0.335896	-0.468036	0.251954
-0.204694	0.074955	-0.336630	0.153395	0.134285	-0.190906
-0.003670	0.004211	0.233829	0.129859	0.377237	-0.189202
0.042696	0.174337	0.101745	-0.070201	-0.311609	0.047814
0.043807	-0.477844	-0.277266	-0.123969	-0.030838	0.023302
0.084529	-0.070769	0.107797	0.266156	0.145214	0.049616
0.105426	-0.043314	-0.098799	0.226756	-0.194074	-0.018725
0.083679	-0.001346	0.080734	0.076281	0.257497	0.099159
0.082316	0.032142	-0.226571	-0.024953	0.136294	-0.156389
0.248149	-0.161908	-0.063547	-0.159182	-0.226065	-0.176355
0.021203	-0.210800	-0.021588	-0.366187	-0.160913	-0.272899
0.219157	-0.120281	0.179939	0.009396	-0.276592	-0.025102
0.035682	0.133939	0.036701	0.091739	0.140722	0.002612
0.270417	0.125098	0.132236	-0.132671	-0.029940	0.044306
-0.009731	0.079506	-0.057805	0.147334	0.115023	0.031974
0.111565	-0.238823	0.006927	-0.219826	-0.190833	-0.264163
-0.052704	-0.042615	0.280027	0.083048	-0.064605	-0.122723
-0.132011	-0.234138	-0.063569	0.333029	-0.114128	-0.054858
0.195206	0.072340	-0.099796	-0.190077	0.165632	0.060886
0.028744	0.200356	0.056600	-0.007537	-0.133926	0.317427
0.038807	0.052367	-0.300192	0.041137	0.084967	-0.270786
0.225649	0.090764	-0.141240	-0.237729	-0.072684	-0.018458
-0.185762	-0.006311	0.119968	0.098988	-0.186936	0.106834
-0.511962	-0.078218	0.013338	-0.158677	-0.219983	-0.038709
-0.009095	-0.082704	0.081295	0.080116	0.262988	-0.001069
0.090371	-0.160133	-0.202329	0.305195	0.118312	0.174318
-0.401687	-0.289267	-0.268313	0.282178	0.377836	0.048306
0.013961	0.446871	0.003127	0.005833	0.020897	-0.012716
-0.428839	-0.087365	0.034753	-0.428707	-0.000612	-0.076489
-0.071942	-0.073678	0.166329	-0.171697	-0.313658	-0.174563
0.002340	0.259845	-0.232077	0.284829	0.285953	-0.227606
0.098725	0.168687	0.128215	0.071264	-0.156776	-0.149911
0.183250	0.115096	-0.300205	-0.188912	-0.141323	-0.121103
0.355144	-0.096432	-0.041688	-0.164211	-0.229293	0.152818
-0.221829	0.241943	-0.064351	-0.478640	0.132014	-0.236787
-0.206996	0.241419	0.133318	-0.027109	-0.145187	-0.003541
-0.009076	0.087107	0.250985	-0.001672	-0.074910	0.185440
-0.094081	0.026859	0.265814	0.244633	0.197762	0.119357
-0.006961	-0.143591	-0.000586	-0.129593	-0.172681	0.128710
-0.320919	-0.038695	0.074834	-0.069712	-0.114042	0.286258
-0.021562	0.380546	0.117095	0.191554	-0.481884	-0.309667
0.176049	0.166262	-0.217120	-0.050944	-0.010668	-0.098988
0.107349	0.314789	0.004087	0.097108	-0.005964	-0.136773
0.060542	-0.014859	-0.171421	0.182257	-0.014589	0.359780
-0.074513	-0.006031	0.077075	0.013020	0.022338	-0.270839
-0.385956	0.094666	-0.005012	-0.184878	-0.075632	-0.083694
0.127202	-0.209404	-0.211218	-0.352123	-0.128001	-0.320609
-0.040759	0.227943	-0.099646	-0.099378	-0.146542	0.106510
0.330840	0.157661	0.244777	-0.083307	-0.080734	0.048106
-0.549479	-0.032206	0.203068	0.183278	-0.085121	-0.181831
0.425297	-0.065496	-0.122865	0.117582	-0.248111	0.166685
-0.300140	-0.164135	0.175705	-0.011221	0.069661	0.162724
-0.072674	-0.182732	0.050244	-0.297008	0.012024	0.106345
-0.029872	0.045195	0.194506	0.273497	0.196685	-0.155266
-0.319053	0.196979	-0.082334	0.022635	0.029413	-0.093697
0.081843	0.004145	0.049199	-0.033716	-0.250444	-0.018084
-0.000235	0.399381	-0.277562	0.184747	0.195996	-0.214368
0.180710	-0.191325	-0.230302	-0.325761	0.020180	0.224194
0.271638	-0.149009	-0.001949	-0.244411	0.079278	-0.233659
0.206331	-0.248486	-0.006109	0.293586	0.192354	0.004620
-0.041683	0.391873	-0.079324	-0.277002	-0.356414	-0.153983
0.059320	0.094832	0.364641	-0.106806	0.021284	-0.413197
-0.164980	0.103563	-0.246855	-0.081917	0.256547	-0.084783
-0.215511	0.333342	0.110647	-0.081912	0.269377	0.025408
-0.038849	-0.129897	0.186629	-0.065427	0.089456	-0.076167
0.023175	-0.241974	-0.082257	-0.054726	0.110432	0.038456
-0.228649	-0.171359	0.210359	0.240310	0.124258	-0.043837
0.339911	0.359116	-0.066876	0.127350	0.111326	0.050393
-0.207193	-0.250586	0.094088	-0.018423	-0.154350	0.184120
-0.118981	-0.080408	0.266107	-0.073596	-0.123825	-0.015934
0.208302	0.144477	-0.175498	0.155677	0.063475	0.201837
0.259028	0.136780	0.389017	0.014132	-0.205282	0.008847
-0.042824	-0.126256	0.108806	-0.045418	-0.422498	-0.131860
-0.130960	-0.092135	0.064590	0.236552	-0.118479	0.031725
0.143700	-0.009065	-0.399787	-0.184127	-0.023632	0.131791
-0.341550	0.066215	0.235449	-0.039214	-0.218264	0.225142
0.339828	0.102480	0.005331	0.193778	0.001447	0.073648
-0.131070	0.440489	-0.213124	-0.172473	-0.081798	-0.099615
0.295436	-0.188668	-0.087329	0.185190	0.174113	-0.093182
-0.529120	-0.013812	0.096796	-0.084511	-0.172643	-0.089418
-0.219638	0.056784	0.032011	0.245991	-0.140704	-0.635151
-0.128524	-0.021119	-0.150156	-0.013703	0.143064	-0.285598
0.007039	-0.027426	-0.145897	-0.130645	0.149408	0.002351
-0.291927	-0.039775	0.124281	-0.174791	0.093763	-0.450109
0.237036	-0.167808	-0.052971	0.014753	0.099729	-0.230020
0.317227	-0.008760	-0.058732	-0.065436	0.058584	0.122929
0.089028	-0.289159	-0.211537	-0.160898	0.023515	0.036808
0.137133	0.155069	-0.474496	-0.190363	0.309569	0.147515
0.263955	-0.216956	-0.284938	-0.101757	0.067133	-0.144094
-0.108439	0.099187	-0.103274	-0.033866	-0.154429	-0.403886
0.391428	0.119069	-0.311751	-0.142668	0.002589	-0.166538
0.301820	0.133983	0.277962	0.144091	0.035648	-0.106639
-0.057169	0.017675	-0.159514	-0.100987	-0.207501	-0.264055
0.050319	0.135172	0.140288	-0.006437	0.113602	-0.006693
0.001818	-0.182613	0.006010	-0.112263	-0.366454	-0.118211
0.001740	0.242132	0.159157	-0.401531	-0.137396	-0.392918
-0.043057	0.046743	0.127644	0.009699	0.164527	0.080277
-0.026348	0.027904	-0.124120	-0.126994	0.074907	-0.217711
-0.058060	0.016348	-0.022842	0.130581	0.032172	-0.065795
0.240624	0.196682	0.141630	-0.105833	-0.269873	-0.046390
-0.369703	0.262892	-0.169537	0.212096	0.155922	-0.146846
-0.475755	0.186225	0.106297	-0.094537	0.408816	-0.005970
0.170016	-0.149676	-0.062434	-0.096362	-0.238690	0.166584
0.340406	0.212934	0.043786	-0.074351	-0.019164	-0.382802
0.004485	-0.197025	0.040815	-0.223505	-0.049418	0.195412
-0.489500	0.102969	0.168869	-0.219660	0.125160	-0.042609
-0.238670	0.045775	0.293996	0.321555	0.360190	-0.399685
0.482359	0.229377	0.183755	0.000306	-0.082015	0.063274
0.099591	0.160158	0.028419	0.320542	0.103125	0.130181
0.040205	0.169027	0.352876	0.104534	0.068918	-0.293629
0.202944	-0.089447	-0.077800	0.010183	-0.133952	-0.110271
0.399311	0.209123	0.096004	0.071579	-0.037549	-0.326957
0.080220	-0.074806	-0.051673	0.382783	-0.462029	0.136366
-0.151197	0.318659	0.019762	-0.081803	0.013169	-0.019727
