trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
0.052416	0.010156	0.220415	-0.130838	-0.207352	0.052463
0.161059	-0.126373	-0.322657	-0.118001	0.000191	-0.207458
-0.002767	-0.215242	-0.030404	-0.473142	-0.241791	-0.420052
-0.194082	0.130543	0.256868	0.031264	0.169707	0.051329
0.086669	-0.180633	-0.270364	-0.213808	-0.172941	-0.303016
-0.134493	0.402258	-0.348903	0.485373	-0.081669	0.033941
0.046724	0.164669	0.081897	-0.168705	0.171692	-0.164506
0.041264	-0.126440	0.160463	0.016340	-0.226591	0.111545
0.417244	0.105889	-0.142781	0.086770	-0.301938	-0.105683
-0.030010	0.395240	0.091136	-0.112049	0.114674	-0.289269
0.062280	0.033054	0.005714	-0.063070	0.054053	-0.292035
0.021146	0.091506	-0.185065	-0.070749	-0.014312	-0.069423
-0.119467	0.156486	-0.090384	0.019828	0.212023	-0.121191
-0.052366	0.125074	-0.008662	0.145995	0.262519	0.025242
0.274202	-0.551517	0.183410	0.173221	-0.041492	-0.165889
0.077413	-0.013721	-0.283914	0.050392	-0.035571	-0.113277
-0.203036	-0.030679	-0.013431	-0.072299	0.086133	-0.268748
-0.516587	-0.218351	0.103536	-0.063080	0.061126	-0.036956
-0.575467	0.148523	-0.452332	0.220198	-0.272231	-0.134602
-0.221260	0.036242	0.019055	0.200822	-0.115264	0.182180
-0.162451	-0.381099	-0.128472	0.365288	-0.023765	-0.391450
-0.048324	-0.204676	-0.252776	0.156834	-0.210524	0.027587
-0.141207	0.011303	-0.192897	0.405530	0.315432	0.051460
-0.011273	0.013111	0.191999	-0.129131	-0.320496	-0.020062
0.433547	-0.325823	0.290056	0.366599	-0.031914	-0.028858
0.158386	0.035948	0.096076	-0.438742	-0.423833	-0.425724
-0.316158	0.363227	-0.134622	-0.080698	-0.385664	0.116286
-0.049623	-0.055566	-0.090703	-0.067929	-0.157075	-0.346608
0.126986	0.043204	-0.055189	0.103167	-0.050218	-0.002066
-0.171740	0.083551	0.353268	0.199501	0.318877	0.174003
-0.291667	-0.378525	-0.024850	0.055617	0.026453	0.189622
0.140033	0.250758	-0.238427	0.079085	0.144823	-0.137506
-0.488823	0.208452	0.260120	-0.211276	-0.077411	0.171086
-0.030766	-0.146323	0.028615	0.386428	0.190559	-0.181184
-0.277537	0.265323	0.071596	0.057321	0.118032	0.026928
0.223570	0.189241	0.138807	-0.101005	0.144699	0.026012
0.096162	0.027939	0.107783	0.140191	-0.183230	0.230116
0.295439	-0.146466	-0.032438	0.177125	-0.074462	-0.173341
-0.184673	-0.090929	-0.110098	-0.064720	0.324778	0.060619
0.031520	-0.014772	-0.047240	0.081999	0.082271	-0.219516
-0.022462	-0.073249	0.260893	0.358426	-0.143912	-0.277526
0.470402	-0.087911	-0.347238	-0.169109	0.067140	0.481194
-0.030908	-0.338595	-0.149343	-0.122072	0.049719	-0.173716
-0.208704	-0.023833	-0.043464	-0.079173	0.019402	0.178213
-0.104487	-0.290391	-0.287179	0.135375	-0.117138	0.026989
0.017600	-0.178124	0.139229	0.179027	0.060729	0.329007
-0.090732	0.110098	0.378856	-0.379388	-0.258842	-0.163403
-0.038989	-0.176596	0.130260	0.082492	-0.214560	0.083235
-0.211304	0.205280	-0.413080	0.132476	0.006652	-0.065438
0.155328	-0.131935	0.030152	-0.050514	0.247055	-0.222348
-0.100152	-0.050241	0.039386	0.286572	-0.102382	0.377101
-0.069676	0.077775	-0.232577	0.096538	0.008639	-0.154645
-0.134014	0.052758	0.249728	0.314042	0.018666	-0.025965
-0.019299	-0.247654	0.049630	0.218225	-0.013629	0.366438
0.017329	-0.009667	-0.103847	-0.047107	0.151841	-0.092314
-0.229378	-0.186572	-0.233820	-0.018226	0.150375	-0.111407
0.079393	-0.343151	-0.064772	0.274249	-0.056869	0.117011
0.166146	0.080572	-0.086264	0.025107	-0.108300	-0.265395
-0.285530	0.186676	-0.133595	0.052941	-0.060578	-0.214728
0.037828	-0.230975	-0.120006	0.006120	0.132604	-0.260765
0.126946	0.040155	-0.231302	0.000616	-0.155956	-0.241862
0.081427	-0.320070	-0.024193	0.190389	0.104322	-0.017266
-0.018536	-0.183213	0.033027	0.174943	-0.319020	-0.065438
0.283658	-0.092427	-0.280450	-0.123893	-0.049850	0.043381
-0.022919	0.112916	0.027229	-0.239115	0.008849	0.022257
0.254231	0.156712	-0.117669	0.304370	-0.170298	0.119276
0.333402	0.131177	0.126896	-0.155114	0.202637	0.165710
-0.229570	0.128560	0.200115	0.199962	-0.199700	0.106850
-0.221414	0.216461	-0.244849	-0.053154	0.321471	-0.030732
0.384749	-0.041269	-0.214959	-0.110651	-0.264506	-0.045205
-0.352587	0.072345	-0.186187	-0.021493	-0.111023	0.108247
0.071373	0.328535	-0.008068	0.203725	-0.018246	0.005260
-0.412760	0.255507	0.036430	0.228205	0.096908	0.338036
0.191709	-0.190511	0.005948	-0.107814	0.139237	-0.145843
0.136647	0.182972	-0.121428	-0.142178	0.025715	0.004162
0.044062	-0.267532	-0.446338	0.110861	0.053274	-0.094889
-0.152353	-0.137852	0.184067	0.011179	0.049662	-0.203037
0.138882	-0.168261	-0.034403	0.009798	-0.125082	-0.188221
0.137882	0.037260	-0.109914	0.222219	0.026029	0.269182
-0.058755	-0.139486	0.056026	-0.238738	-0.265955	0.204746
0.062702	-0.177161	-0.140823	-0.434252	0.141192	0.086122
0.013025	-0.149063	0.319858	-0.187912	0.036070	0.181014
-0.016005	-0.336398	0.080292	-0.106020	-0.313281	0.123907
0.214562	-0.204500	0.300020	-0.060447	-0.110975	-0.025927
-0.264229	0.193568	-0.162456	-0.088004	0.047744	-0.097819
-0.339482	0.040866	-0.122316	-0.231243	-0.011982	0.151653
0.039816	0.179325	-0.038966	0.197159	-0.184361	-0.005960
-0.050414	-0.430579	0.513309	0.069482	0.373848	-0.091839
0.180514	-0.086411	0.148084	0.105694	-0.356857	-0.114877
-0.215626	0.243336	0.107536	-0.276679	0.216700	-0.160884
-0.126533	-0.342458	-0.490199	0.369737	-0.001305	-0.005622
-0.405063	0.084180	0.075559	-0.006290	0.085093	0.531849
0.201100	-0.311699	-0.202891	0.039155	0.210206	0.223024
-0.004715	-0.207000	0.014153	-0.026842	0.020635	0.253194
-0.049110	0.047543	0.303366	0.046578	-0.088458	0.010517
-0.027525	-0.124922	-0.068355	-0.254735	-0.174766	-0.004382
-0.365365	-0.107293	0.136110	0.033827	-0.002818	0.182071
-0.083008	-0.038015	-0.267837	-0.041850	-0.243803	0.214882
-0.173304	0.238523	0.014718	0.102439	-0.222793	-0.215917
-0.360397	-0.026935	-0.008528	-0.108274	0.233021	0.006231
0.416275	0.069328	0.209750	0.215267	0.152826	0.376870
-0.418429	0.209774	-0.100503	0.393476	-0.032349	-0.368958
0.484187	0.203934	-0.039417	0.190577	-0.054465	0.354172
-0.086301	-0.209648	0.049888	-0.007848	-0.141662	0.115456
0.029685	-0.009592	-0.233144	0.175009	-0.071824	0.100056
-0.296959	-0.379362	0.072301	-0.048975	0.269812	0.100222
-0.066531	0.174042	-0.056680	0.044223	0.184757	0.292682
-0.332143	0.093380	-0.549063	-0.384181	0.182776	-0.212022
0.187344	0.095393	0.118063	-0.113587	-0.141695	0.210663
0.213165	-0.117647	0.374231	-0.010769	0.036638	0.200452
-0.103586	0.103195	-0.560617	-0.499612	0.071796	-0.034233
0.062098	0.076588	-0.174681	-0.096220	0.116431	-0.020176
-0.343914	-0.058109	0.048751	-0.145595	0.112162	0.218782
0.000106	0.016073	-0.233084	-0.083357	0.166545	0.075871
0.071194	0.322696	-0.056798	0.193606	-0.280460	-0.154289
0.153498	-0.037993	-0.031091	0.467120	0.022308	0.189920
-0.285047	0.003905	0.159346	0.014026	0.057543	-0.416137
-0.462174	-0.150836	0.253426	0.271505	-0.069160	0.324641
0.229153	0.137640	-0.172828	0.155248	0.037508	-0.164157
-0.126110	0.066223	0.120266	-0.015136	0.090579	0.171926
0.007929	0.176499	0.224124	-0.142770	-0.062676	-0.268704
0.010776	-0.057775	0.068257	0.155440	-0.047382	0.317175
0.166599	-0.119988	-0.265388	-0.366583	-0.134790	0.059301
0.362198	-0.054883	0.035487	-0.149214	-0.094513	0.098721
-0.085199	0.246858	0.362013	-0.632675	-0.292985	0.121386
-0.347920	-0.057040	-0.047026	0.199213	0.176868	0.000532
-0.110503	-0.001884	-0.074305	-0.212694	0.312473	-0.045518
-0.385039	-0.013636	0.151215	0.049571	0.220140	-0.024066
-0.171767	-0.213359	0.107845	-0.003414	0.209851	0.104524
0.026319	0.171384	0.118631	-0.165334	0.176148	-0.275945
-0.159423	-0.003604	0.219914	0.142619	0.143602	-0.074010
-0.011843	-0.069035	0.190787	0.018234	-0.177344	0.030429
-0.039358	0.622383	0.048377	-0.102203	0.295848	0.531260
0.134583	-0.072373	0.239952	0.328103	-0.248058	-0.182366
0.354264	0.195104	-0.082497	-0.505012	0.127897	-0.090019
-0.336754	-0.010738	0.084733	-0.143073	-0.126853	0.143509
0.102584	-0.029604	0.200682	-0.019138	-0.028330	0.371530
-0.395223	0.190915	-0.176347	-0.145272	0.190269	-0.435122
-0.033307	-0.074727	0.043294	0.221124	-0.035416	-0.009380
-0.027438	-0.143410	0.392152	0.106397	-0.140848	-0.035717
-0.018477	-0.054337	-0.053078	-0.300350	-0.227223	0.172268
-0.145765	-0.211545	0.029546	0.041285	0.048847	-0.169609
-0.082854	0.104134	0.279797	0.005577	-0.228445	0.193718
-0.280199	0.010899	-0.239997	0.467368	-0.138538	0.319307
0.059565	0.055969	-0.076092	0.004017	-0.173077	-0.083922
-0.075933	-0.119470	0.144030	0.009497	0.030646	0.148102
-0.033317	-0.176436	-0.240839	0.308903	-0.222301	0.145407
-0.136678	-0.144371	0.147802	-0.379778	-0.009557	0.199847
-0.262055	-0.022406	0.122622	-0.014966	-0.043057	-0.027670
0.261584	-0.059067	-0.207641	0.029427	-0.015133	-0.024822
-0.079348	0.282452	-0.174091	-0.165115	-0.585979	0.120220
0.002130	-0.221367	0.248593	0.142897	-0.081552	0.229025
0.052193	-0.312490	0.314547	0.406661	0.065316	0.370876
0.209061	0.008069	0.006482	0.005512	0.158759	0.087990
-0.020273	0.302193	0.036179	-0.032755	-0.014178	0.127544
0.226559	-0.241841	-0.497911	0.084537	-0.086736	0.138529
-0.039468	-0.117570	0.292537	-0.163319	0.023970	-0.088417
0.166345	0.069746	-0.346379	-0.143713	0.172624	0.056210
0.160416	-0.188357	0.288822	0.123208	-0.004095	0.137271
-0.070451	0.354527	-0.193689	0.155442	0.290569	0.127013
0.054602	-0.076077	-0.145782	0.045467	0.183973	-0.061924
0.382598	0.484455	0.113123	0.095011	0.038482	-0.265315
0.291215	0.205883	0.415580	0.242001	-0.004329	0.099876
0.228336	-0.041034	-0.056080	-0.281392	0.031242	-0.399210
0.031115	-0.229268	-0.218966	0.198281	-0.031046	-0.106936
0.043556	-0.190350	-0.011130	-0.194981	-0.251747	0.120519
-0.141276	-0.251462	-0.341373	0.178421	-0.230209	-0.092964
-0.203416	0.106671	-0.344086	-0.617516	-0.380573	0.162839
0.103398	-0.208651	0.156818	-0.048510	0.469271	0.177262
0.001242	-0.138898	0.260718	0.261065	0.035121	0.060755
0.021117	-0.043627	0.168735	0.103463	-0.238198	-0.027111
-0.147267	-0.096832	-0.165928	0.166229	0.215556	0.275632
-0.007410	0.110658	0.152726	-0.106522	-0.099069	-0.202531
0.293041	-0.297310	-0.038538	-0.054316	0.426860	-0.106032
0.058518	-0.227509	-0.215092	-0.387279	-0.090322	0.211848
0.062441	-0.327051	0.545287	0.392754	-0.027818	0.072198
0.010489	0.148075	-0.220105	0.054268	0.124913	-0.256268
0.229918	0.023554	-0.180363	0.343043	-0.130678	0.089129
0.257986	0.047541	-0.121552	0.105679	-0.197582	0.283681
0.128625	-0.019023	-0.123176	-0.203578	-0.155159	0.119378
