roi_1	roi_2	roi_3	roi_4	roi_5	roi_6	roi_7	roi_8	roi_9	roi_10	roi_11	roi_12	roi_13	roi_14	roi_15	roi_16	roi_17
-0.055545	-0.220228	0.144116	0.139238	0.208251	0.813328	0.323215	0.213711	-0.170450	0.238954	0.270291	-0.246649	0.132826	-0.037874	-0.692443	-0.768811	0.291829
0.000511	-0.082351	0.222720	-0.428904	-0.220917	0.234658	0.355562	0.222837	0.022547	0.354469	0.592139	-0.529119	-0.692274	-0.001653	-0.327593	-0.397951	0.281779
0.007027	0.309693	-0.103743	-0.300584	-0.093943	0.072068	0.794008	-0.303591	0.101101	-0.532804	0.779251	0.048782	-1.147065	0.152559	-0.800053	-0.439940	-0.106980
0.105806	0.839542	-0.031044	-0.183489	0.653565	-0.005237	0.692344	0.024936	-0.323502	0.055822	0.515153	-0.102369	0.018832	-0.361922	-0.676203	-0.344746	-0.185857
-0.233142	0.459460	-0.326968	0.108360	1.350417	0.105388	0.497069	0.028088	-0.052249	-0.198633	0.118714	-0.566549	-0.152232	-0.007858	-0.560058	0.205224	-0.536621
-0.752667	0.067428	-0.223447	-0.045138	1.111504	-0.205625	0.395105	-0.152271	-0.021321	-0.056935	0.161776	-1.080021	-0.377515	-0.130602	-0.170241	-0.272090	-0.592150
-1.104936	-0.168086	-0.265984	-0.184244	0.815636	0.375061	0.400611	-0.132180	-0.422336	0.248014	0.503934	-1.347737	-0.769455	-0.423355	0.864307	0.863632	-0.646574
-0.660517	-0.181536	-0.633154	0.185254	0.355487	0.440920	0.194445	-0.419848	-0.166677	-0.334436	0.219855	-0.879950	-1.027765	-0.302608	0.827030	0.791180	-0.993993
-0.159781	-0.015738	-0.833849	0.057527	-0.052730	0.566824	0.122179	-0.693922	0.051745	-0.281604	0.009753	-0.609946	-0.745150	0.158198	0.693051	0.538581	-0.416267
0.502865	-0.116586	-0.591276	-0.252798	0.372544	0.688141	0.438893	-0.802265	-0.146893	0.047531	0.060283	-0.519382	-0.305818	-0.392850	-0.090631	-0.029699	-0.321501
0.934987	-0.091133	-0.590109	-0.025316	0.213081	0.438797	0.390943	-0.901023	-0.329224	-0.037991	-0.038363	-0.852826	-0.383611	-0.495205	-0.306875	-0.232739	-0.142266
1.631242	0.079126	-1.040614	-0.554716	0.224905	0.041574	0.273510	-0.757632	-0.186142	-0.692730	-0.519784	-0.980700	0.475762	0.256504	-0.358026	-0.129078	0.324479
