roi_1	roi_2	roi_3	roi_4	roi_5	roi_6	roi_7	roi_8	roi_9	roi_10	roi_11	roi_12	roi_13	roi_14	roi_15	roi_16	roi_17
-0.169710	0.431894	-0.663065	-0.388429	0.587625	-0.228199	-0.449743	-0.025846	0.044813	-0.298034	0.145791	-0.390579	0.471070	-0.344808	0.080386	0.201074	0.947369
0.132932	0.233065	-0.602552	-0.296406	0.315705	-0.189509	-0.247642	-0.859484	0.029582	-0.152836	0.499341	-0.805744	0.171850	-0.187531	-0.485491	0.041254	0.946186
0.150661	0.629195	-0.846236	0.304352	-0.099650	-0.059243	-0.129694	-0.466775	0.069759	-0.434298	-0.130752	-0.445759	0.180923	-0.096550	-0.913119	0.224059	0.660403
-0.099220	0.971757	-0.881222	0.070587	0.259062	-0.207273	0.101364	0.084776	-0.196384	-0.725848	-0.311783	-0.835297	0.397405	0.084755	-0.314836	-0.044567	0.427089
-0.103039	0.810954	-0.816299	0.066574	0.240766	-0.388257	0.136362	0.051420	-0.046610	-0.818309	-0.233864	-0.138425	1.008789	-0.019435	-0.969751	-0.133106	0.422102
-0.235529	0.942463	-0.238173	-0.489211	-0.207635	-0.151864	-0.423719	-0.083515	0.495476	-0.090526	-0.372942	-0.421879	0.671642	0.354006	-1.272343	0.037178	0.140676
-0.717058	0.047023	0.022144	-0.861119	-0.404043	-0.169708	0.113618	-0.098256	-0.352538	-0.151922	-0.343206	-0.269459	0.461074	0.471009	-0.899240	-0.309065	0.276280
-0.106144	-0.452114	-0.293353	-0.784301	-0.270781	-0.031029	0.359957	-0.829575	-0.045397	0.102831	0.212044	-0.261085	0.411156	-0.266696	-0.396362	-0.664464	-0.034482
-0.043223	-0.159839	-0.602317	-0.583049	0.172479	-0.178109	1.082093	-0.658347	-0.034792	0.086460	-0.642231	0.223164	0.404672	-0.384742	-0.203285	0.260129	-0.225987
0.230010	0.221264	-0.337823	-0.471043	0.712193	-0.036638	0.729862	-0.163000	-0.253166	0.006250	-0.365162	0.272531	0.156517	-0.687149	-0.152318	0.448040	0.011721
0.194980	0.389895	-0.242655	-0.482988	0.990153	0.330930	0.173445	0.080300	0.039627	0.271841	-0.094221	-0.751343	-0.253883	-0.497393	-0.646185	0.063565	0.567039
0.424405	-0.022579	-1.184353	-0.908409	0.909310	0.576589	0.558496	0.192390	0.241516	0.781992	-0.055699	-0.211014	-0.951891	0.593679	-0.322100	-0.383589	0.123626
-0.017598	-0.300867	-1.144603	0.076219	0.482041	-0.023220	0.384350	0.808405	0.069977	0.531954	-0.350004	-0.180614	-1.265572	0.447999	0.110403	-0.719354	0.441252
-0.335679	0.260111	-0.299589	-0.606301	0.349880	0.107187	0.228883	0.154323	0.285429	0.327690	-0.170614	-0.102367	-1.400862	0.340548	-0.560323	-0.075455	0.280826
-0.406083	0.698510	-0.605804	-0.588506	1.106591	-0.171808	0.604863	-0.082387	0.395302	-0.268268	-0.245178	0.139654	-1.225648	0.094509	-0.268674	0.004557	0.717641
-0.229159	0.661106	-0.048520	-0.211113	0.544487	0.280165	0.296559	-0.276856	0.370001	-0.549989	0.180183	-0.472106	-1.263390	-0.785155	0.275455	0.323800	0.325898
-0.325913	0.589282	-0.475368	-0.360210	0.375426	1.037027	-0.415883	0.036674	-0.160923	-0.171198	0.083740	-0.371470	-1.462044	-0.280851	-0.399826	-0.380260	0.272428
0.161071	0.136774	-0.114070	-0.523369	0.158993	0.244868	-0.850712	-0.311221	-0.265256	0.102898	0.146055	-0.395156	-1.016930	-0.419723	-0.283117	-0.469739	0.072323
0.682471	-0.196400	-0.257286	-0.481233	0.358522	0.440535	-1.418212	-1.045362	-0.797546	-0.397049	-0.055030	-0.055830	-0.943938	-0.960941	-0.465094	-0.455914	0.376906
0.789001	-0.082412	0.662434	-0.398180	0.477519	0.801809	-0.971569	-1.117298	-0.129263	-0.412330	0.735011	-0.534931	-0.956990	-0.367170	-0.120451	0.256746	0.272267
0.710701	-0.237266	0.437469	0.393205	0.550681	0.944137	-0.652841	-0.845541	0.061846	-0.658073	0.954819	-1.325571	-0.368664	-0.238632	-0.444346	0.321888	0.620960
0.962677	0.062132	-0.025164	-0.135449	0.167656	0.998375	-0.279284	-0.413619	0.180594	0.537645	0.747067	-0.963294	0.376546	-0.218301	-0.158978	0.188749	1.061617
1.220443	-0.132300	-0.282260	-0.049448	0.550630	0.712120	-0.058968	-0.630635	0.202774	0.677119	0.778629	-0.040832	0.353094	-0.095774	-0.356348	0.730654	0.586530
0.549115	-0.447447	-0.024627	0.563417	0.031032	0.121927	0.226932	-0.039980	0.197655	0.756666	0.961088	-0.497063	-0.171757	-0.208898	-0.190905	0.094768	-0.125428
0.142558	-0.211941	0.410185	-0.367229	0.078820	0.349772	0.023514	0.217016	0.256835	0.391403	0.286168	-0.223444	-0.141572	-0.034429	0.108204	0.134150	0.123742
-0.191318	-0.106754	0.807183	-0.489049	-0.241071	1.041259	-0.649168	-0.456350	0.189876	-0.055344	-0.193732	-0.369364	-0.158957	-0.242826	0.199730	-0.373990	0.311483
-0.348604	0.407822	0.584634	-0.700712	-0.151167	0.250148	-0.338213	-0.373469	0.483813	-0.325016	0.364795	-0.591637	-0.528638	-0.462858	0.269616	-0.459504	0.768460
